State,ZipCode,TaxRegionName,EstimatedCombinedRate,StateRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
RI,02801,LITTLE COMPTON,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02802,LINCOLN,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02804,HOPKINTON,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02806,BARRINGTON,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02807,NEW SHOREHAM,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02808,CHARLESTOWN,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02809,BRISTOL,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02812,CHARLESTOWN,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02813,CHARLESTOWN,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02814,BURRILLVILLE,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02815,FOSTER,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02816,COVENTRY,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02817,COVENTRY,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02818,COVENTRY,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02822,EXETER,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02823,CRANSTON,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02824,NORTH SMITHFIELD,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02825,FOSTER,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02826,BURRILLVILLE,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02827,COVENTRY,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02828,GLOCESTER,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02829,GLOCESTER,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02830,BURRILLVILLE,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02831,COVENTRY,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02832,HOPKINTON,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02833,HOPKINTON,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02835,JAMESTOWN,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02836,CHARLESTOWN,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02837,LITTLE COMPTON,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02838,LINCOLN,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02839,BURRILLVILLE,0.070000,0.070000,0.000000,0.000000,0.000000,0
RI,02840,MIDDLETOWN,0.070000,0.070000,0.000000,0.000000,0.000000,0
